Modelo,Acurácia,Sensibilidade,Especificidade,Precisão,F1-Score,TP,TN,FP,FN
Regressão Logística (L2),0.8397683397683398,0.7883597883597884,0.8693009118541033,0.7760416666666666,0.7821522309711286,149,286,43,40
